rubric_id,track,section,points,requirement,proof,deliverables,owner,test,validation_command,evidence_path,evidence_type,acceptance_id,source_file,source_row_index,source_digest,artifact_repo,artifact_path,behavioral_assertion
LLM-web-api-k-o-d-li-u-user-in-the-form-of-mcp-tool-to-k8s,LLM,"Web API kéo dữ liệu user (đã lưu thông qua feature pipeline) và chunk (đã được lưu thông qua RAG pipeline); (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, chunk_id, etc.))",2,"Deploy in the form of MCP tool to k8s with helm + rollingupdate + auto fallback (see here); Remember, your MCP tool is not like normal API deployment, check it our how to deploy here.","Demonstrate Agent có trên registry, được deploy với multi-replica, giới hạn quyền thông qua Sandbox và màn hình UI chat với Agent","Deploy in the form of MCP tool to k8s with helm + rollingupdate + auto fallback (see here); Remember, your MCP tool is not like normal API deployment, check it our how to deploy here.",platform_operator,"pytest tests/phase2 -k 'LLM-web-api-k-o-d-li-u-user-in-the-form-of-mcp-tool-to-k8s'","pytest tests/phase2/requirements/test_llm_ac_05_feature_rag_api.py -k 'LLM-web-api-k-o-d-li-u-user-in-the-form-of-mcp-tool-to-k8s'",docs/phase2/evidence/llm/LLM-web-api-k-o-d-li-u-user-in-the-form-of-mcp-tool-to-k8s.md,executed,"LLM-AC-05-FEATURE-RAG-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - llm).csv,11,52a535cb054c10d1ad7cadaea65dfb8c30c27b307a629215c41a3d44b6f51e7d,gitops,charts/feature-mcp/Chart.yaml,"yaml_mapping_contains:feature"
LLM-web-api-k-o-d-li-u-user-publish-agent-tr-n-l-n-registr,LLM,"Web API kéo dữ liệu user (đã lưu thông qua feature pipeline) và chunk (đã được lưu thông qua RAG pipeline); (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, chunk_id, etc.))",2,"Publish Agent ở trên lên registry đã deploy để đảm bảo governance","Demonstrate Agent có trên registry, được deploy với multi-replica, giới hạn quyền thông qua Sandbox và màn hình UI chat với Agent","Publish Agent ở trên lên registry đã deploy để đảm bảo governance",llm_engineer,"pytest tests/phase2 -k 'LLM-web-api-k-o-d-li-u-user-publish-agent-tr-n-l-n-registr'","pytest tests/phase2/requirements/test_llm_ac_05_feature_rag_api.py -k 'LLM-web-api-k-o-d-li-u-user-publish-agent-tr-n-l-n-registr'",docs/phase2/evidence/llm/LLM-web-api-k-o-d-li-u-user-publish-agent-tr-n-l-n-registr.md,executed,"LLM-AC-05-FEATURE-RAG-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - llm).csv,14,6aaa61f085bb663877af4d7c9c1166deb71e8354f931f0b45cd9b64f441cbdc9,gitops,platform/agents/agentregistry.yaml,"text_contains:agentregistry"
LLM-web-api-k-o-d-li-u-user-s-d-ng-async,LLM,"Web API kéo dữ liệu user (đã lưu thông qua feature pipeline) và chunk (đã được lưu thông qua RAG pipeline); (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, chunk_id, etc.))",1,"Sử dụng async","Demonstrate Agent có trên registry, được deploy với multi-replica, giới hạn quyền thông qua Sandbox và màn hình UI chat với Agent","Sử dụng async",data_engineer,"pytest tests/phase2 -k 'LLM-web-api-k-o-d-li-u-user-s-d-ng-async'","pytest tests/phase2/requirements/test_llm_ac_05_feature_rag_api.py -k 'LLM-web-api-k-o-d-li-u-user-s-d-ng-async'",docs/phase2/evidence/llm/LLM-web-api-k-o-d-li-u-user-s-d-ng-async.md,executed,"LLM-AC-05-FEATURE-RAG-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - llm).csv,10,e77b827282d9a5bec8500684bd6640a67dcc107e60bb48649bff98535029ee3a,source,apps/feature-mcp/app/main.py,"python_ast_contains:app"
ML-a-b-testing-monitoring-dashboard-to-monito,ML,"A/B Testing",1,"Setup monitoring dashboard to monitor 2 versions.; Assumption: we also don't have groundtruth to monitor drift here!","Capture màn hình thể hiện cách mọi người thực hiện A/B test và dashboard để đánh giá kết quả A/B test","Setup monitoring dashboard to monitor 2 versions.; Assumption: we also don't have groundtruth to monitor drift here!",ml_engineer,"pytest tests/phase2 -k 'ML-a-b-testing-monitoring-dashboard-to-monito'","pytest tests/phase2/requirements/test_ml_ac_14_ab.py -k 'ML-a-b-testing-monitoring-dashboard-to-monito'",docs/phase2/evidence/ml/ML-a-b-testing-monitoring-dashboard-to-monito.md,design_only,"ML-AC-14-AB",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,52,301174fb3a33d23e50eee49511dc5c3c2f26bc7280249522599ec010048b2c1a,gitops,platform/ml/ab-testing.yaml,"yaml_mapping_contains:testing"
ML-a-b-testing-when-you-deploy-a-new-model,ML,"A/B Testing",1,"A/B Testing — When you deploy a new model, don't replace the old one directly, you should do A/B test, monitor it, and deploy. It's simple, take a look here","Capture màn hình thể hiện cách mọi người thực hiện A/B test và dashboard để đánh giá kết quả A/B test","Perform A/B traffic split for 2 versions of inference service (deploy via CI/CD)",ml_engineer,"pytest tests/phase2 -k 'ML-a-b-testing-when-you-deploy-a-new-model'","pytest tests/phase2/requirements/test_ml_ac_14_ab.py -k 'ML-a-b-testing-when-you-deploy-a-new-model'",docs/phase2/evidence/ml/ML-a-b-testing-when-you-deploy-a-new-model.md,design_only,"ML-AC-14-AB",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,51,8c17a63990301359870180a0083c4f9228b47f09955c2868bba4ddcee06b5777,source,src/ml/ab_router.py,"python_ast_contains:router"
ML-autoscale-autoscale-web-api-k-o-d-li-u-v,ML,"Autoscale",2,"Autoscale — Autoscale Web API kéo dữ liệu và drift detection (ví dụ dùng với KEDA để scale theo req)","Capture màn hình cách mọi người handle autoscale và demonstrate it worked!","Web API kéo dữ liệu",platform_operator,"pytest tests/phase2 -k 'ML-autoscale-autoscale-web-api-k-o-d-li-u-v'","pytest tests/phase2/requirements/test_ml_ac_03_autoscale.py -k 'ML-autoscale-autoscale-web-api-k-o-d-li-u-v'",docs/phase2/evidence/ml/ML-autoscale-autoscale-web-api-k-o-d-li-u-v.md,design_only,"ML-AC-03-AUTOSCALE",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,8,bbc7c296de8113af81e298d008e84a465fc38b209a944571d09c275b0c26b42e,gitops,charts/feature-api/templates/scaledobject.yaml,"yaml_mapping_contains:scaledobject"
ML-autoscale-web-api-cho-drift-detection,ML,"Autoscale",2,"Web API cho drift detection","Capture màn hình cách mọi người handle autoscale và demonstrate it worked!","Web API cho drift detection",platform_operator,"pytest tests/phase2 -k 'ML-autoscale-web-api-cho-drift-detection'","pytest tests/phase2/requirements/test_ml_ac_03_autoscale.py -k 'ML-autoscale-web-api-cho-drift-detection'",docs/phase2/evidence/ml/ML-autoscale-web-api-cho-drift-detection.md,design_only,"ML-AC-03-AUTOSCALE",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,9,d9ab2db9c0d0d97215a0d36cec93abfa20430498e6096f8bf6f21232c8a2dff1,gitops,charts/drift-api/templates/scaledobject.yaml,"yaml_mapping_contains:scaledobject"
ML-ci-cd-cho-real-time-drift-detection-,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",1,"Cho real-time drift detection Web API (sử dụng KNative Eventing kết hợp với KServe)","Capture màn hình từng CI/CD pipeline đã run thành công","Cho real-time drift detection Web API (sử dụng KNative Eventing kết hợp với KServe)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-cho-real-time-drift-detection-'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-cho-real-time-drift-detection-'",docs/phase2/evidence/ml/ML-ci-cd-cho-real-time-drift-detection-.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,34,ed979b695557dfd7cb083656c4fa923cc318da6d56a275b9e3d8e46cb6a57537,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-ci-cd-cho-pipelines,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!) — CI/CD cho pipelines","Capture màn hình từng CI/CD pipeline đã run thành công","Materialize Pipeline",data_engineer,"pytest tests/phase2 -k 'ML-ci-cd-ci-cd-cho-pipelines'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-ci-cd-cho-pipelines'",docs/phase2/evidence/ml/ML-ci-cd-ci-cd-cho-pipelines.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,27,df4b627427b7211b00328b2710292428804bd1b809518a6a18bb8c503283a42d,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-dp-1,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"DP 1 (xem ở sheet mini-coursework)","Capture màn hình từng CI/CD pipeline đã run thành công","DP 1 (xem ở sheet mini-coursework)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-dp-1'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-dp-1'",docs/phase2/evidence/ml/ML-ci-cd-dp-1.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,29,9356277e60ac3124363b4472dc556e6ec91e318e9f8171c907da41ccf5e4a94d,source,.github/workflows/ci.yml,"yaml_mapping_contains:ci"
ML-ci-cd-dp-2,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"DP 2 (xem ở sheet mini-coursework)","Capture màn hình từng CI/CD pipeline đã run thành công","DP 2 (xem ở sheet mini-coursework)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-dp-2'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-dp-2'",docs/phase2/evidence/ml/ML-ci-cd-dp-2.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,30,2015835cc001108a083b4e2a6d5dd1b24a432cf4cdc368c289b6d833ab53fc02,source,.github/workflows/ci.yml,"yaml_mapping_contains:ci"
ML-ci-cd-dp-3,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"DP 3 (xem ở sheet mini-coursework)","Capture màn hình từng CI/CD pipeline đã run thành công","DP 3 (xem ở sheet mini-coursework)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-dp-3'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-dp-3'",docs/phase2/evidence/ml/ML-ci-cd-dp-3.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,31,b676516d49e873fa7d6eadd409e6bb203fc29258daf7a32c57a534ef2f14ea11,source,.github/workflows/ci.yml,"yaml_mapping_contains:ci"
ML-ci-cd-inference-engine,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",1,"Inference Engine (ví dụ KServe)","Capture màn hình từng CI/CD pipeline đã run thành công","Inference Engine (ví dụ KServe)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-inference-engine'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-inference-engine'",docs/phase2/evidence/ml/ML-ci-cd-inference-engine.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,33,7c4201c318ba2dc5cfc520c512f610bf5e30d7f139b5a39192d43e2f9f9fec01,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-job-1,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",1,"Job 1: Push stream feature to OFFLINE store","Capture màn hình từng CI/CD pipeline đã run thành công","Job 1: Push stream feature to OFFLINE store",data_engineer,"pytest tests/phase2 -k 'ML-ci-cd-job-1'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-job-1'",docs/phase2/evidence/ml/ML-ci-cd-job-1.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,35,34f033a56fb857ba9bea5c6383bc06653126ad5e6f332867d3ec158e51a846c8,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-job-2,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",1,"Job 2: Push stream feature to ONLINE store","Capture màn hình từng CI/CD pipeline đã run thành công","Job 2: Push stream feature to ONLINE store",data_engineer,"pytest tests/phase2 -k 'ML-ci-cd-job-2'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-job-2'",docs/phase2/evidence/ml/ML-ci-cd-job-2.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,36,1cd8ba1f1fd351fbf5c471c40461c40929630e8c3eee64acc99b7a4972ed93e0,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-training-pipeline,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"Training Pipeline","Capture màn hình từng CI/CD pipeline đã run thành công","Training Pipeline",ml_engineer,"pytest tests/phase2 -k 'ML-ci-cd-training-pipeline'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-training-pipeline'",docs/phase2/evidence/ml/ML-ci-cd-training-pipeline.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,28,6c8bb74e45e9b34d8b8a64ca3d58b7adcd22bf79e0552490f27fb6a6e7ad0ceb,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-ci-cd-web-api,ML,"CI/CD; (CI/CD = test + build + auto-deploy); (all secrets should be saved in Jenkins or similar tools instead of putting it inside your code!)",2,"Web API (với FastAPI)","Capture màn hình từng CI/CD pipeline đã run thành công","Web API (với FastAPI)",platform_operator,"pytest tests/phase2 -k 'ML-ci-cd-web-api'","pytest tests/phase2/requirements/test_ml_ac_10_cicd.py -k 'ML-ci-cd-web-api'",docs/phase2/evidence/ml/ML-ci-cd-web-api.md,design_only,"ML-AC-10-CICD",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,32,8957e0ccee2947c0a296f8f013f0391be16bc08dad779b62bc9d9d71d72849d6,source,.github/workflows/phase2-ci.yaml,"yaml_mapping_contains:ci"
ML-documentation-low-level-ml-design,ML,"Documentation ; (tất cả documents để trong folder `docs/`, và ở README.md thì mọi người link tới mấy document này nhé. README.md chỉ summarize thôi, và nếu ai muốn đọc chi tiết các document optimize hoặc schema design thì đọc thêm ở trong docs/); (các capture màn hình cũng nên đính ở trong document để mô tả rõ mục đích từng cái muốn thể hiện điều gì, thay vì chỉ để một đống ảnh trong folder và để reviewer tự hiểu, tốt nhất nên có 1 file doc trong mỗi phần to trong folder docs/, ví dụ IaC.md thể hiện các output/document của step này, hoặc Security.md, etc.)",1,"Documentation ; (tất cả documents để trong folder `docs/`, và ở README.md thì mọi người link tới mấy document này nhé. README.md chỉ summarize thôi, và nếu ai muốn đọc chi tiết các document optimize hoặc schema design thì đọc thêm ở trong docs/); (các capture màn hình cũng nên đính ở trong document để mô tả rõ mục đích từng cái muốn thể hiện điều gì, thay vì chỉ để một đống ảnh trong folder và để reviewer tự hiểu, tốt nhất nên có 1 file doc trong mỗi phần to trong folder docs/, ví dụ IaC.md thể hiện các output/document của step này, hoặc Security.md, etc.) — Low-level ML Design","Document 5 key classes","Propose 5 key classes to present our main focus:; Example:; class TrainingDataService:;     def read_training_table(self) -> DataFrame: ...;     def validate_schema(self, df: DataFrame) -> None: ...;     def dedup_by_created_ts(self, df: DataFrame) -> DataFrame: ...; ; class SplitService:;     def get_split_boundaries(self, df: DataFrame) -> dict: ...;     def split_by_time(self, df: DataFrame) -> tuple[DataFrame, DataFrame, DataFrame]: ...",ml_engineer,"pytest tests/phase2 -k 'ML-documentation-low-level-ml-design'","pytest tests/phase2/requirements/test_ml_ac_17_documentation.py -k 'ML-documentation-low-level-ml-design'",docs/phase2/evidence/ml/ML-documentation-low-level-ml-design.md,design_only,"ML-AC-17-DOCUMENTATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,56,f23bd0de4af80e633be951a5ef8c5c9f2c39de4218aee55afc3247a55229f6df,source,docs/phase2/low-level-design.md,"text_contains:design"
ML-feature-store-define-ttl-cho-t-ng-b-ng-featu,ML,"Feature Store",2,"Define TTL cho từng bảng feature, giải thích tại sao chọn TTL như thế","+ Capture màn hình thể hiện các data pipeline và thứ tự các stage trên Airflow; + Capture màn hình thể hiện 2 job đang chạy, và thể hiện output đã chạy thành công; + Document tại sao chọn TTL như thế","Define TTL cho từng bảng feature, giải thích tại sao chọn TTL như thế",ml_engineer,"pytest tests/phase2 -k 'ML-feature-store-define-ttl-cho-t-ng-b-ng-featu'","pytest tests/phase2/requirements/test_ml_ac_06_feast.py -k 'ML-feature-store-define-ttl-cho-t-ng-b-ng-featu'",docs/phase2/evidence/ml/ML-feature-store-define-ttl-cho-t-ng-b-ng-featu.md,design_only,"ML-AC-06-FEAST",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,21,1b6121909934cf599bdfd055af35109107a7cdafc841db24e088f52730b251e1,source,src/ml/feast/feature_definitions.py,"python_ast_contains:definitions"
ML-feature-store-job-ch-u-tr-ch-nhi-m-push-stre,ML,"Feature Store",1,"Deploy job chịu trách nhiệm push streaming feature (ở mini-coursework) vào OFFLINE store","+ Capture màn hình thể hiện các data pipeline và thứ tự các stage trên Airflow; + Capture màn hình thể hiện 2 job đang chạy, và thể hiện output đã chạy thành công; + Document tại sao chọn TTL như thế","Deploy job chịu trách nhiệm push streaming feature (ở mini-coursework) vào OFFLINE store",data_engineer,"pytest tests/phase2 -k 'ML-feature-store-job-ch-u-tr-ch-nhi-m-push-stre'","pytest tests/phase2/requirements/test_ml_ac_06_feast.py -k 'ML-feature-store-job-ch-u-tr-ch-nhi-m-push-stre'",docs/phase2/evidence/ml/ML-feature-store-job-ch-u-tr-ch-nhi-m-push-stre.md,design_only,"ML-AC-06-FEAST",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,19,6c69c24e5c12bdb0a2c9dfe8da4bb26cd19e7c875752e1b548f2d72b633b8114,source,src/ml/feast/offline_job.py,"python_ast_contains:offline"
ML-feature-store-job-online-store-push,ML,"Feature Store",1,"Deploy job chịu trách nhiệm push streaming feature (ở mini-coursework) vào ONLINE store","+ Capture màn hình thể hiện các data pipeline và thứ tự các stage trên Airflow; + Capture màn hình thể hiện 2 job đang chạy, và thể hiện output đã chạy thành công; + Document tại sao chọn TTL như thế","Deploy job chịu trách nhiệm push streaming feature (ở mini-coursework) vào ONLINE store",data_engineer,"pytest tests/phase2 -k 'ML-feature-store-job-online-store-push'","pytest tests/phase2/requirements/test_ml_ac_06_feast.py -k 'ML-feature-store-job-online-store-push'",docs/phase2/evidence/ml/ML-feature-store-job-online-store-push.md,design_only,"ML-AC-06-FEAST",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,20,367ff434ac35b6ed5fba706e8848e4dc5515b29792ac768ce93e2b5e4ba98f1d,source,src/ml/feast/online_job.py,"python_ast_contains:online"
ML-feature-store-materialize-pipeline-jobs-for-,ML,"Feature Store",2,"Feature Store — Build materialize pipeline & jobs for push streaming data into feature stores","+ Capture màn hình thể hiện các data pipeline và thứ tự các stage trên Airflow; + Capture màn hình thể hiện 2 job đang chạy, và thể hiện output đã chạy thành công; + Document tại sao chọn TTL như thế","Build data pipeline (ví dụ Airflow) để incremental materialize dữ liệu mới nhất từ offline qua online store",data_engineer,"pytest tests/phase2 -k 'ML-feature-store-materialize-pipeline-jobs-for-'","pytest tests/phase2/requirements/test_ml_ac_06_feast.py -k 'ML-feature-store-materialize-pipeline-jobs-for-'",docs/phase2/evidence/ml/ML-feature-store-materialize-pipeline-jobs-for-.md,design_only,"ML-AC-06-FEAST",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,18,78c19f3c4fbdcad30d1f81989c3ba758a40026fd16e49d3674e044fe88cfca32,source,src/ml/feast/materialization.py,"python_ast_contains:materialization"
ML-iac-d-ng-ansible-configure-v-deplo,ML,"IaC",2,"Dùng Ansible để configure và deploy các service lên VM ; (cần chia thành các role để code clean hơn)","Capture màn hình thể hiện từng setup đã chạy thành công","Dùng Ansible để configure và deploy các service lên VM ; (cần chia thành các role để code clean hơn)",platform_operator,"pytest tests/phase2 -k 'ML-iac-d-ng-ansible-configure-v-deplo'","pytest tests/phase2/requirements/test_ml_ac_12_iac.py -k 'ML-iac-d-ng-ansible-configure-v-deplo'",docs/phase2/evidence/ml/ML-iac-d-ng-ansible-configure-v-deplo.md,design_only,"ML-AC-12-IAC",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,44,7763fe158000601db716fd70a9ca1cbd809cef41cc4f5de9a195875365aff9dd,gitops,ansible/playbooks/vast-evidence-worker.yml,"yaml_mapping_contains:evidence"
ML-iac-d-ng-terraform-setup-gke-ho-c-,ML,"IaC",2,"IaC — Dùng Terraform để setup GKE hoặc các cloud services (để ý cách chia folder theo từng service nếu có, ví dụ như sau)","Capture màn hình thể hiện từng setup đã chạy thành công","Capture màn hình thể hiện từng setup đã chạy thành công",platform_operator,"pytest tests/phase2 -k 'ML-iac-d-ng-terraform-setup-gke-ho-c-'","pytest tests/phase2/requirements/test_ml_ac_12_iac.py -k 'ML-iac-d-ng-terraform-setup-gke-ho-c-'",docs/phase2/evidence/ml/ML-iac-d-ng-terraform-setup-gke-ho-c-.md,design_only,"ML-AC-12-IAC",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,43,d9e316ce5277d4d590c98a0570e52a25cf93e41cb6486bc58eaf1341208adc80,gitops,terraform/envs/evidence/main.tf,"text_contains:evidence"
ML-improve-the-data-generato-simulate-data-drift,ML,"Improve the Data Generator",2,"Improve the Data Generator — Simulate data drift","Capture màn hình thể hiện generator configuration và bảng sau khi merge id và label","Simulate data drift",data_engineer,"pytest tests/phase2 -k 'ML-improve-the-data-generato-simulate-data-drift'","pytest tests/phase2/requirements/test_ml_ac_05_data_generator.py -k 'ML-improve-the-data-generato-simulate-data-drift'",docs/phase2/evidence/ml/ML-improve-the-data-generato-simulate-data-drift.md,design_only,"ML-AC-05-DATA-GENERATOR",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,15,f91c7132f63b93fe9bcfa6704a4f30f8ec22f55841c61d836f3d51a6bf2eb015,source,src/drift/generator.py,"python_ast_contains:generator"
ML-improve-the-data-generato-t-o-b-ng-label-c-2-c-t-id-v-la,ML,"Improve the Data Generator",2,"Tạo bảng label có 2 cột id và label. Bảng này sẽ dùng để join với các bảng feature cho training. ; (cột id có thể đổi thành user_id, customer_id hay gì đó tuỳ mọi người)","Capture màn hình thể hiện generator configuration và bảng sau khi merge id và label","Tạo bảng label có 2 cột id và label. Bảng này sẽ dùng để join với các bảng feature cho training. ; (cột id có thể đổi thành user_id, customer_id hay gì đó tuỳ mọi người)",data_engineer,"pytest tests/phase2 -k 'ML-improve-the-data-generato-t-o-b-ng-label-c-2-c-t-id-v-la'","pytest tests/phase2/requirements/test_ml_ac_05_data_generator.py -k 'ML-improve-the-data-generato-t-o-b-ng-label-c-2-c-t-id-v-la'",docs/phase2/evidence/ml/ML-improve-the-data-generato-t-o-b-ng-label-c-2-c-t-id-v-la.md,design_only,"ML-AC-05-DATA-GENERATOR",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,17,685fbe8e908e46ca2860f4317a4ce3773db6d9724276ebbbb4f05b4d78499c6b,source,src/ml/label_pipeline.py,"python_ast_contains:label"
ML-improve-the-data-generato-using-generator-configuration,ML,"Improve the Data Generator",2,"Using generator configuration","Capture màn hình thể hiện generator configuration và bảng sau khi merge id và label","Using generator configuration",data_engineer,"pytest tests/phase2 -k 'ML-improve-the-data-generato-using-generator-configuration'","pytest tests/phase2/requirements/test_ml_ac_05_data_generator.py -k 'ML-improve-the-data-generato-using-generator-configuration'",docs/phase2/evidence/ml/ML-improve-the-data-generato-using-generator-configuration.md,design_only,"ML-AC-05-DATA-GENERATOR",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,16,ec9b298cc667b46326d08b3d2959ebcad00fed7fe05ab4162ba1ab44fc070f8a,source,src/drift/generator_config.py,"python_ast_contains:generator"
ML-ml-jupyter-notebook-to-demonstrat,ML,"ML",2,"ML — Jupyter notebook to demonstrate basic understanding of ML/DL","Document các step chính đã làm trong Jupyter notebook","Jupyter notebook để kéo dữ liệu từ offline store (thông qua Feast) để tạo ra model (dùng ML/DL).; Jupyter notebook cần đảm bảo ít nhất các step sau: ; + Load data từ offline store thông qua Feast (nhớ merge với bảng label đã generate ở bước Improve the Data Generator nhé cả nhà!); + Chia data thành trainining set và validation set; + Train model trên training dataset (không cần độ chính xác cao, tuy nhiên cần phù hợp task, ví dụ bài regression lại dùng model classification!); + Đánh giá trên validation dataset; + Save model (ví dụ lưu ra dạng .joblib)",ml_engineer,"pytest tests/phase2 -k 'ML-ml-jupyter-notebook-to-demonstrat'","pytest tests/phase2/requirements/test_ml_ac_07_ml_understanding.py -k 'ML-ml-jupyter-notebook-to-demonstrat'",docs/phase2/evidence/ml/ML-ml-jupyter-notebook-to-demonstrat.md,design_only,"ML-AC-07-ML-UNDERSTANDING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,22,5b45db312da0a06668c0d6713581f736f1cf0db088d9dd9a49e2b6af311cfc5b,source,notebooks/ml-training.ipynb,"notebook_code_contains:training"
ML-ml-pipelines-training-pipeline,ML,"ML Pipelines",2,"ML Pipelines — Training Pipeline","Capture training pipeline đã run thành công + Capture màn hình thể hiện có sử dụng distributed training","Chuyển đổi code từ Jupyter notebook thành training pipeline với số lượng step giống ở phần notebook bên trên (sử dụng Kubeflow pipeline, cái này có thể deploy riêng mà không cần deploy cả Kubeflow).",ml_engineer,"pytest tests/phase2 -k 'ML-ml-pipelines-training-pipeline'","pytest tests/phase2/requirements/test_ml_ac_08_pipelines.py -k 'ML-ml-pipelines-training-pipeline'",docs/phase2/evidence/ml/ML-ml-pipelines-training-pipeline.md,design_only,"ML-AC-08-PIPELINES",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,23,ecf3c6938a20b5fa2b2d472f1cc2afcfd88cfd7357ac9e66f3016588bacc433d,source,src/ml/pipelines/training_pipeline.py,"python_ast_contains:training"
